backbone,dataset,protocol,seed,target_set,layer_name,layer_group,layer_index,split_source,batch_size,task,matrix_rows,matrix_cols,n_batches,sha256_integrity_all_pass,loss_mean,loss_median,loss_std,loss_iqr,grad_erank_mean,grad_erank_median,grad_erank_std,grad_erank_iqr,grad_erank_norm_mean,grad_erank_norm_median,grad_erank_norm_std,grad_erank_norm_iqr,grad_stable_rank_mean,grad_stable_rank_median,grad_stable_rank_std,grad_stable_rank_iqr,grad_top4_energy_mean,grad_top4_energy_median,grad_top4_energy_std,grad_top4_energy_iqr,grad_top8_energy_mean,grad_top8_energy_median,grad_top8_energy_std,grad_top8_energy_iqr,grad_top16_energy_mean,grad_top16_energy_median,grad_top16_energy_std,grad_top16_energy_iqr,grad_sv_entropy_mean,grad_sv_entropy_median,grad_sv_entropy_std,grad_sv_entropy_iqr,grad_spectral_entropy_norm_mean,grad_spectral_entropy_norm_median,grad_spectral_entropy_norm_std,grad_spectral_entropy_norm_iqr,alignment_A4_mean,alignment_A4_median,alignment_A4_std,alignment_A4_iqr,alignment_A8_mean,alignment_A8_median,alignment_A8_std,alignment_A8_iqr,alignment_A16_mean,alignment_A16_median,alignment_A16_std,alignment_A16_iqr,fisher_target_fraction_mean,fisher_target_fraction_median,fisher_target_fraction_std,fisher_target_fraction_iqr,fisher_layer_trace_mean,fisher_layer_trace_median,fisher_layer_trace_std,fisher_layer_trace_iqr
unimol2_84m,bbbp,scaffold,0,historical,encoder.layers.11.self_attn.linear_q,attention_query,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed0.json,1,classification,768,768,5,True,0.6517534494399999,0.671195507,0.046933442452277326,0.08759701249999996,1.0000039026,1.000003906,2.654555330173666e-07,3.9399999995914925e-07,0.00130208841484375,0.0013020884192708334,3.4564522526598424e-10,5.130208332801423e-10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.9023876182000004e-06,3.90603931e-06,2.654144001034716e-07,3.933971709999999e-07,5.873737392274665e-07,5.879233791087199e-07,3.9949247457252756e-08,5.921276662884662e-08,0.0042526331468,0.004247039315,0.0008200804251584194,0.0006057271490000002,0.0054800789927999995,0.005290675465,0.0005864333952337536,0.0006577924879999997,0.011349760732399999,0.01111993567,0.0016497519494192256,0.002440534789,0.031357526604,0.03456546599,0.009954347370594141,0.014823278899999997,0.0010164109640600002,0.0009003132,0.00044962277074034096,0.0003030477094
unimol2_84m,bbbp,scaffold,0,historical,encoder.layers.11.self_attn.linear_v,attention_value,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed0.json,1,classification,768,768,5,True,0.6517534494399999,0.671195507,0.046933442452277326,0.08759701249999996,5.422387553,5.804348058,1.3362050366623235,1.1102141799999998,0.007060400459635416,0.0075577448671875005,0.0017398503081540672,0.0014455913802083331,1.0460035782000001,1.044720171,0.00961985237691737,0.019205070000000157,0.9893167571799999,0.9885304807,0.004298828761051563,0.0019529468000000216,0.9967703784599999,0.9962949149,0.0020642763509539225,0.0022430360999999843,0.9995788834600001,0.9994577178,0.0003517493940784213,0.0005956308000000243,1.6530104076,1.758607302,0.2892760404612184,0.19691213500000004,0.2488053466461592,0.26469942196181045,0.04354081812943924,0.029638526038467478,0.00076661239994,0.0007193633154,0.0002770480624021613,0.0003874396139,0.011884546773,0.01204911021,0.0021019848990564884,0.003344648990000001,0.044390497685999994,0.0439944798,0.006006070326740057,0.004721014540000006,0.94985295348,0.9484353372,0.017527348582781915,0.015432009400000002,0.030183454976,0.02983413078,0.004851296374544029,0.0048940032700000025
unimol2_84m,bbbp,scaffold,1,historical,encoder.layers.11.self_attn.linear_k,attention_key,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed1.json,1,classification,768,768,5,True,0.6753699660400001,0.657499969,0.06584838555134283,0.12602758410000003,10.4139256938,9.479927158,3.557675146169561,5.021743648999999,0.013559799080468749,0.012343655153645834,0.004632389513241616,0.006538728709635415,1.5526904138,1.343561837,0.36334502265093543,0.5828359489999999,0.94025677838,0.954231588,0.03610218803699246,0.05404380270000009,0.98119289882,0.9867379795,0.014326097687207735,0.015234098400000007,0.9970941589199999,0.9986896579,0.003132552955630185,0.004084584800000068,2.2824546914,2.249176633,0.352558855842583,0.4875121370000004,0.34354709933281197,0.33853820234229365,0.05306592622634805,0.07337862222936853,0.00103244679106,0.0008679596173,0.0003494208917412107,2.9793213999999976e-06,0.0036475028379999996,0.003661902528,0.00017867180644677455,0.00016411330200000011,0.00576525326,0.005567627059,0.0007732618482762438,0.0015912458010000005,0.0139323400924,0.01200168246,0.007996423502601104,0.00208899257,0.00050222132116,0.0003824207815,0.0003530841822015002,0.00024520064470000003
unimol2_84m,bbbp,scaffold,1,historical,encoder.layers.11.self_attn.linear_q,attention_query,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed1.json,1,classification,768,768,5,True,0.6753699660400001,0.657499969,0.06584838555134283,0.12602758410000003,1.0000039892,1.000004083,4.775593785403307e-07,9.890000001178123e-07,0.0013020885276041666,0.0013020886497395834,6.218221074723971e-10,1.287760416747788e-09,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.989321637e-06,4.083284319e-06,4.774905470839475e-07,9.890505729999997e-07,6.004587437642992e-07,6.146016781096164e-07,7.187020755663252e-08,1.4886843393994803e-07,0.0034864171060000003,0.00237438203,0.002153587940058894,0.0032578471169999994,0.005400802141200001,0.004692334126,0.0021916432385023998,0.002034562494,0.011204411226400002,0.01168909257,0.0039414946522526315,0.004151219968000001,0.0214520913178,0.02204803385,0.009277981638585266,0.0070754584100000024,0.00075168258344,0.0008295397856,0.00038129359796447627,0.00029856758199999997
unimol2_84m,bbbp,scaffold,1,historical,encoder.layers.11.self_attn.linear_v,attention_value,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed1.json,1,classification,768,768,5,True,0.6753699660400001,0.657499969,0.06584838555134283,0.12602758410000003,6.3148592398000005,5.906020076,1.2956220369648985,2.6638866880000007,0.008222472968489583,0.007690130307291667,0.0016870078606313784,0.0034686024583333343,1.1167491128,1.052856014,0.10499386503410599,0.09232788000000003,0.9854152637199999,0.983361909,0.004091370327276844,0.005503038799999915,0.9964208084600001,0.9961749934,0.0019652171058562908,0.002879091399999978,0.9994782105199999,0.9994788873,0.00043203734289531243,0.0007008545000000144,1.8220083560000002,1.775972183,0.20386995266939764,0.42442740400000023,0.27424232692216394,0.2673131231319968,0.030685792425403695,0.06388332879988912,0.00030417816414,0.0003490812952,0.00013573294485222023,0.0002285343596,0.006760748613,0.007871147222,0.002655712859202319,0.005408465436000001,0.02878578034,0.02674710951,0.009492194546873814,0.008823224049999998,0.96461556858,0.9674384906,0.016445642776570044,0.007676244100000007,0.03265452236,0.02913295105,0.006311776408999375,0.009441927069999998
unimol2_84m,bbbp,scaffold,2,historical,encoder.layers.11.self_attn.linear_k,attention_key,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed2.json,1,classification,768,768,5,True,0.67145266532,0.6617757082,0.028209638946805463,0.041344761899999916,8.389662196,5.683021646,5.095142135800459,7.193528559000001,0.010924039317708332,0.007399767768229167,0.00663429965599018,0.00936657364453125,1.3438154130000002,1.355172217,0.20270474696580568,0.3114593929999998,0.9474596669,0.9755519622,0.04837010013487867,0.08107857359999993,0.98621573154,0.9972696783,0.01508608491963779,0.027471843199999957,0.9980318178,1.0,0.0025616950432911507,0.0035496256999999476,1.90795225044,1.737483071,0.6973149046513469,0.8454047620000003,0.287178301402392,0.26151987657454373,0.10495740122121165,0.12724736873926734,0.0014758304144,0.001257119534,0.000663924960595149,0.000687780438,0.0039251248188,0.003690041375,0.001056031323455441,0.00152555231,0.0080740532258,0.007797669138,0.0009381117195626528,0.0011144767770000005,0.031557873911400004,0.02902393956,0.025392874483434302,0.02058887835,0.0011443724651999999,0.0009059073636,0.001054041553302938,0.0006923028559999999
unimol2_84m,bbbp,scaffold,2,historical,encoder.layers.11.self_attn.linear_q,attention_query,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed2.json,1,classification,768,768,5,True,0.67145266532,0.6617757082,0.028209638946805463,0.041344761899999916,1.0000044228,1.000004108,6.552469458095776e-07,5.539999998749323e-07,0.0013020890921875,0.0013020886822916666,8.531861273165535e-10,7.213541665038181e-10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.4226395988e-06,4.108131102e-06,6.552147292546043e-07,5.537121369999998e-07,6.656802482375759e-07,6.183415290076713e-07,9.862063002770243e-08,8.334281475486496e-08,0.0016179174698599998,0.001533788369,0.0007945566103376139,0.0008327359570000001,0.0037393517938,0.00439317937,0.0017199227715843232,0.0031098326270000004,0.0101980185304,0.01199891929,0.0026424853342846663,0.003958548604999999,0.050398995393,0.03803121358,0.04018415685081596,0.080091388071,0.00181329054478,0.001187046175,0.0015776074121873385,0.0027402226698
unimol2_84m,bbbp,scaffold,2,historical,encoder.layers.11.self_attn.linear_v,attention_value,11,dumped/n4_full_ft_splits/bbbp_scaffold_seed2.json,1,classification,768,768,5,True,0.67145266532,0.6617757082,0.028209638946805463,0.041344761899999916,5.723868692999999,4.968382628,1.8449751931522949,3.1278146089999996,0.00745295402734375,0.0064692482135416665,0.0024023114494170507,0.004072675272135416,1.1564316,1.127204217,0.08066476941156894,0.15073466000000013,0.9862174034999999,0.9859562357,0.007424365722665341,0.00624058389999993,0.99701564824,0.9984977643,0.0026428484766638774,0.0033995089999999673,0.9996458514800001,1.0,0.00043655499823067224,0.0008071327999999989,1.6892442098,1.60309436,0.33859074893965263,0.5108709839999999,0.2542591318584183,0.24129215769754522,0.0509634956161137,0.07689451420341098,0.00036231693448,0.0004095032728,0.0001147518206770397,0.0001927938784,0.0060430033033999995,0.005414506483,0.0025594070966429524,0.004495256867000001,0.025576073216,0.02644652435,0.008375869373388412,0.00703568773,0.9180431306999999,0.9329448469,0.06353690419814292,0.10068026639999994,0.030348473414,0.03021807782,0.003513398543153246,0.0035415664300000003
unimol2_84m,esol,scaffold,0,historical,encoder.layers.11.self_attn.linear_k,attention_key,11,dumped/n4_full_ft_splits/esol_scaffold_seed0.json,1,regression,768,768,5,True,1.565982518645271,0.6856592298,1.7229207243682467,2.825216288686,7.068321623600001,5.788123105,2.4735441815662695,4.844154313999999,0.009203543780729167,0.007536618626302084,0.0032207606530810797,0.006307492596354165,1.3675656308000002,1.326127814,0.08353410555741665,0.09548509900000002,0.96015966962,0.9752094303,0.029954104611380393,0.06102095610000002,0.9914381409599999,0.997396044,0.00924775536870501,0.016977661000000088,0.99969615624,1.0,0.0003762732810807606,0.0006715748000000188,1.8948785164,1.755808078,0.3466745263011879,0.6799227029999999,0.28521048866822746,0.26427809255307955,0.05218023751888692,0.10233958784211378,0.00150588611006,0.001511935168,0.000417952204225822,0.0003789029510000001,0.004579939392,0.005101688579,0.0012830297228849491,0.0015588250660000004,0.007457585962000001,0.007794508709,0.002235690033841301,0.00201304317,0.0190171477372,0.02160377957,0.005645643553166048,0.0010055395500000001,0.013350211500573025,0.008990297094,0.014333299376474033,0.019670451818994
unimol2_84m,esol,scaffold,0,historical,encoder.layers.11.self_attn.linear_q,attention_query,11,dumped/n4_full_ft_splits/esol_scaffold_seed0.json,1,regression,768,768,5,True,1.565982518645271,0.6856592298,1.7229207243682467,2.825216288686,1.0000044064,1.000004459,4.0566961932365965e-07,6.940000001343094e-07,0.0013020890708333333,0.0013020891393229165,5.282156501175833e-10,9.036458335082154e-10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.4062769894e-06,4.458867907e-06,4.05450193671343e-07,6.937539830000005e-07,6.632174054840849e-07,6.711332065121653e-07,6.102694545681389e-08,1.0442142374534728e-07,0.0027918773272,0.002391244756,0.0011916450190283094,0.001506194584,0.0045288641117999994,0.004597019487,0.001206296053302381,0.0010935045870000002,0.011957363126,0.01140613162,0.0012199786192555408,0.0006295265199999997,0.03757226607,0.04360243171,0.01543549281315556,0.011771751980000002,0.026014841004707794,0.01400273293,0.03387730892498629,0.024933938048361
unimol2_84m,esol,scaffold,0,historical,encoder.layers.11.self_attn.linear_v,attention_value,11,dumped/n4_full_ft_splits/esol_scaffold_seed0.json,1,regression,768,768,5,True,1.565982518645271,0.6856592298,1.7229207243682467,2.825216288686,4.795198442799999,4.38332019,0.9744508987263818,1.5556298380000002,0.006243747972395833,0.0057074481640625,0.0012688162743833096,0.0020255596848958333,1.0844713062,1.08749459,0.010527888370677302,0.01288165199999991,0.98981356262,0.9896567281,0.004204467492212531,0.0031688080999999757,0.99815154984,0.9992393261,0.0020528133128949687,0.0013666319999999788,0.99993510264,1.0,9.055436793567585e-05,9.363959999997284e-05,1.5479297636000002,1.477806471,0.19598287910403556,0.33638231099999993,0.23298897553559797,0.22243426272610978,0.029498657690237202,0.0506310892594474,0.00061108551948,0.0005362798583,0.0003319025078602195,0.0003933227745,0.010463214851200001,0.01017940368,0.0024213995367808588,0.003234183741000001,0.040568906644,0.04236319761,0.006098827079453578,0.005184903800000001,0.9434105862,0.9346159719,0.020759639620942547,0.010944029199999927,0.8764791910899425,0.3931516111,0.9717413618986002,1.519435426869
unimol2_84m,esol,scaffold,1,historical,encoder.layers.11.self_attn.linear_k,attention_key,11,dumped/n4_full_ft_splits/esol_scaffold_seed1.json,1,regression,768,768,5,True,0.7515389616349999,0.1061649472,0.8640218335694403,1.70165346535,6.602437728,6.090964852,3.6792565878740486,5.770790883,0.008596924124999999,0.007930943817708333,0.004790698682127668,0.00751405062890625,1.4136969908,1.429855127,0.31847617276433604,0.482208371,0.96431230488,0.9538926802,0.025605538937199655,0.045628037499999996,0.9920646421799999,0.9991636141,0.010722074088560038,0.01121423180000003,0.99912799632,1.0,0.0015214934027400033,0.0004665648999999661,1.69343936912,1.806806501,0.6630352236162735,0.9489567120000002,0.254890572570497,0.27195419686227446,0.09979774349392947,0.14283364617417035,0.0010052612829199998,0.0008134552198,0.0004757454870968998,0.00010553856630000002,0.0030417164079999995,0.00282903777,0.0011198743688193536,0.0015688764249999995,0.005283299075599999,0.005853128341,0.0009920836684270953,0.0013835922200000003,0.033185777236,0.02177050152,0.022963941612597263,0.03294498563,0.012679257916418,0.001146787545,0.01849661098005499,0.012630569513000001
unimol2_84m,esol,scaffold,1,historical,encoder.layers.11.self_attn.linear_q,attention_query,11,dumped/n4_full_ft_splits/esol_scaffold_seed1.json,1,regression,768,768,5,True,0.7515389616349999,0.1061649472,0.8640218335694403,1.70165346535,1.0000038496,1.000003848,3.814774436507137e-07,3.7499999994139444e-07,0.0013020883458333334,0.00130208834375,4.967154214578297e-10,4.88281250068251e-10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.84946153e-06,3.848352567e-06,3.8154903188384183e-07,3.7494867399999975e-07,5.794074894926296e-07,5.792405722594626e-07,5.742942615721114e-08,5.643596336730505e-08,0.0031844366046,0.00315554697,0.0018114349646362654,0.003808714001,0.0049318555958,0.004579053138,0.0018405861414025055,0.002611279928,0.010727608396799999,0.01198444326,0.0030435361631603475,0.0030230371899999994,0.044965183586,0.048623121,0.01455990163000686,0.02442167837,0.01963075598066,0.001438026782,0.026267541753310156,0.027138036849500002
